Instance,Income
116900,2989
116901,49761
116902,26461
116903,27796
116904,15352
116905,35618
116906,22638
116907,30420
116908,-603
116909,13617
116910,3602
116911,6666
116912,14348
116913,21101
116914,11267
116915,2433
116916,24972
116917,7236
116918,11924
116919,26443
116920,18443
116921,64085
116922,14288
116923,7425
116924,5059
116925,18159
116926,13531
116927,7070
116928,17090
116929,21005
116930,40258
116931,9381
116932,29922
116933,43070
116934,26814
116935,20020
116936,27994
116937,2624
116938,12124
116939,53459
116940,41374
116941,35959
116942,5368
116943,7479
116944,764
116945,20374
116946,9499
116947,55502
116948,37867
116949,40543
116950,23388
116951,35547
116952,32542
116953,7696
116954,36726
116955,34791
116956,30189
116957,14197
116958,27405
116959,50258
116960,40061
116961,6111
116962,38342
116963,7739
116964,22967
116965,17428
116966,29456
116967,69627
116968,-2829
116969,18175
116970,38884
116971,27280
116972,25925
116973,30876
116974,43484
116975,32717
116976,5669
116977,39139
116978,15005
116979,16166
116980,81262
116981,27375
116982,10217
116983,16925
116984,49457
116985,36091
116986,18002
116987,13645
116988,7622
116989,17681
116990,36974
116991,33321
116992,7798
116993,33448
116994,17310
116995,9249
116996,26908
116997,13877
116998,37208
116999,4818
117000,44715
117001,14819
117002,20540
117003,13523
117004,45855
117005,18369
117006,27794
117007,35136
117008,26872
117009,4719
117010,12869
117011,24689
117012,1500
117013,54916
117014,33365
117015,1563
117016,27083
117017,17078
117018,33664
117019,48776
117020,38522
117021,41678
117022,28935
117023,21785
117024,42547
117025,-950
117026,33415
117027,31659
117028,26911
117029,7526
117030,59188
117031,3815
117032,12147
117033,9687
117034,21274
117035,28807
117036,5152
117037,25575
117038,19442
117039,14792
117040,6517
117041,25109
117042,7898
117043,17085
117044,21775
117045,25462
117046,46853
117047,-824
117048,-1688
117049,13567
117050,57123
117051,90309
117052,23111
117053,27148
117054,4818
117055,6915
117056,100130
117057,22921
117058,25771
117059,11559
117060,25061
117061,11582
117062,55194
117063,20877
117064,10400
117065,35613
117066,29291
117067,32473
117068,28602
117069,56660
117070,12106
117071,32237
117072,2103
117073,17599
117074,69321
117075,35150
117076,3092
117077,20065
117078,104516
117079,11229
117080,23072
117081,1021
117082,65919
117083,8232
117084,142322
117085,30705
117086,44687
117087,11628
117088,24346
117089,5697
117090,36266
117091,-1558
117092,91208
117093,45651
117094,34732
117095,14588
117096,30176
117097,3075
117098,248
117099,51354
117100,9332
117101,77790
117102,28851
117103,39217
117104,20878
117105,11078
117106,3073
117107,26424
117108,18114
117109,16719
117110,15463
117111,23222
117112,16661
117113,21580
117114,19950
117115,33252
117116,31296
117117,4888
117118,41870
117119,8259
117120,11405
117121,28426
117122,15548
117123,40206
117124,20963
117125,3224
117126,2645
117127,29538
117128,21890
117129,22049
117130,36336
117131,4051
117132,25300
117133,24716
117134,39431
117135,26282
117136,2588
117137,16221
117138,11992
117139,19312
117140,17300
117141,15975
117142,24132
117143,37516
117144,31541
117145,14320
117146,57138
117147,22038
117148,48941
117149,35025
117150,15077
117151,34100
117152,38574
117153,38724
117154,20659
117155,9263
117156,26342
117157,21940
117158,43768
117159,27442
117160,35589
117161,15699
117162,19489
117163,14221
117164,34657
117165,43287
117166,3978
117167,29277
117168,23414
117169,54187
117170,825
117171,19688
117172,49321
117173,7782
117174,9012
117175,47295
117176,14182
117177,28914
117178,24167
117179,46669
117180,45013
117181,18234
117182,1540
117183,24401
117184,33750
117185,14243
117186,10637
117187,19936
117188,15941
117189,18688
117190,-809
117191,41745
117192,24901
117193,62978
117194,47014
117195,9585
117196,3965
117197,1066
117198,12513
117199,32653
117200,13853
117201,8652
117202,11472
117203,32821
117204,138001
117205,38650
117206,23919
117207,34377
117208,43768
117209,1789
117210,47270
117211,21605
117212,11643
117213,30975
117214,72118
117215,20931
117216,28816
117217,16801
117218,19135
117219,25709
117220,26841
117221,113600
117222,15333
117223,24497
117224,65307
117225,15725
117226,1142
117227,13512
117228,19921
117229,14451
117230,12139
117231,28606
117232,-984
117233,11746
117234,17748
117235,4322
117236,6716
117237,39489
117238,8029
117239,48622
117240,43759
117241,13238
117242,137
117243,11710
117244,37824
117245,43807
117246,77525
117247,15584
117248,36895
117249,46910
117250,1328
117251,59840
117252,7475
117253,12620
117254,42067
117255,7343
117256,26398
117257,21786
117258,5258
117259,21852
117260,18297
117261,25210
117262,24234
117263,14875
117264,17439
117265,14072
117266,35424
117267,32490
117268,58584
117269,3250
117270,22224
117271,84734
117272,45118
117273,26190
117274,23385
117275,1960
117276,26278
117277,13914
117278,11975
117279,42735
117280,9024
117281,36174
117282,31254
117283,42844
117284,16795
117285,33415
117286,37858
117287,10653
117288,13308
117289,30593
117290,6028
117291,4322
117292,9466
117293,27255
117294,16330
117295,12739
117296,16002
117297,16016
117298,69227
117299,15181
117300,18325
117301,8003
117302,2410
117303,31933
117304,20252
117305,22090
117306,702
117307,29222
117308,24386
117309,15406
117310,14773
117311,25320
117312,3719
117313,18311
117314,32145
117315,16322
117316,22909
117317,11711
117318,2237
117319,23535
117320,16052
117321,8415
117322,30622
117323,68066
117324,28264
117325,11060
117326,22420
117327,55700
117328,19955
117329,19772
117330,27760
117331,7714
117332,13131
117333,67114
117334,48197
117335,17197
117336,8724
117337,21912
117338,39571
117339,14140
117340,7018
117341,9452
117342,24833
117343,6557
117344,20475
117345,11218
117346,6518
117347,48891
117348,68444
117349,31242
117350,7164
117351,7824
117352,9674
117353,17433
117354,16311
117355,21478
117356,5610
117357,10370
117358,33966
117359,22060
117360,98791
117361,16171
117362,3438
117363,51740
117364,63258
117365,15975
117366,20728
117367,21453
117368,37734
117369,12674
117370,52281
117371,38381
117372,52578
117373,19023
117374,19433
117375,7959
117376,75172
117377,56215
117378,30834
117379,35767
117380,32391
117381,23821
117382,353
117383,21803
117384,33994
117385,28235
117386,21967
117387,13551
117388,16845
117389,27868
117390,36792
117391,5060
117392,52305
117393,46119
117394,29367
117395,10778
117396,41984
117397,7985
117398,16095
117399,5571
117400,37530
117401,39495
117402,27242
117403,38653
117404,27896
117405,82923
117406,5734
117407,27375
117408,72756
117409,3825
117410,6663
117411,2033
117412,41577
117413,21068
117414,36592
117415,64938
117416,9135
117417,22746
117418,22018
117419,32855
117420,5060
117421,43342
117422,6217
117423,32654
117424,54830
117425,19662
117426,19701
117427,27481
117428,4008
117429,3593
117430,22059
117431,23046
117432,4040
117433,37250
117434,24616
117435,20560
117436,52134
117437,34016
117438,26251
117439,26863
117440,5784
117441,19545
117442,9217
117443,27570
117444,12153
117445,33715
117446,71319
117447,8272
117448,6744
117449,23976
117450,4334
117451,10360
117452,28076
117453,41699
117454,5758
117455,54891
117456,19166
117457,3661
117458,-32
117459,28448
117460,6312
117461,24586
117462,30389
117463,19129
117464,2317
117465,1066
117466,28567
117467,38140
117468,6750
117469,9426
117470,10219
117471,6622
117472,13257
117473,3624
117474,11430
117475,41019
117476,23950
117477,19119
117478,36306
117479,16012
117480,43089
117481,45425
117482,17346
117483,35758
117484,18778
117485,9677
117486,7168
117487,29105
117488,17083
117489,171770
117490,23470
117491,28606
117492,20531
117493,7606
117494,19931
117495,26894
117496,7945
117497,17446
117498,13923
117499,34732
117500,3698
117501,33780
117502,15319
117503,26372
117504,29257
117505,40732
117506,31264
117507,35887
117508,7974
117509,2309
117510,44212
117511,4807
117512,70153
117513,3456
117514,39682
117515,20443
117516,6385
117517,14592
117518,29028
117519,34942
117520,18174
117521,49096
117522,38559
117523,3138
117524,246
117525,16690
117526,24062
117527,4285
117528,28105
117529,36331
117530,31309
117531,27405
117532,893
117533,71921
117534,24419
117535,75147
117536,27917
117537,22635
117538,14573
117539,13938
117540,13996
117541,61853
117542,20971
117543,1780
117544,17055
117545,19361
117546,21821
117547,21305
117548,22842
117549,24160
117550,24378
117551,4267
117552,67097
117553,-866
117554,73889
117555,24499
117556,11030
117557,20222
117558,3329
117559,33041
117560,35846
117561,32881
117562,11300
117563,9946
117564,2449
117565,11587
117566,24246
117567,7563
117568,61531
117569,29918
117570,76976
117571,33866
117572,26606
117573,4473
117574,35413
117575,18515
117576,16199
117577,44208
117578,21379
117579,4259
117580,71595
117581,32048
117582,78065
117583,4223
117584,56427
117585,22331
117586,25549
117587,28701
117588,27428
117589,14188
117590,-984
117591,16570
117592,37052
117593,44855
117594,9255
117595,4483
117596,18373
117597,34608
117598,3385
117599,42552
117600,5437
117601,32207
117602,22231
117603,52273
117604,46794
117605,28560
117606,13702
117607,19836
117608,40450
117609,28865
117610,7363
117611,-568
117612,103026
117613,46331
117614,15597
117615,25613
117616,53804
117617,11902
117618,13452
117619,1573
117620,8730
117621,22399
117622,22358
117623,96147
117624,10270
117625,71951
117626,47265
117627,21324
117628,54141
117629,26212
117630,8338
117631,10440
117632,42256
117633,26525
117634,13175
117635,35433
117636,29343
117637,22332
117638,34252
117639,5001
117640,36894
117641,77069
117642,8322
117643,3463
117644,11897
117645,22746
117646,35973
117647,22347
117648,74481
117649,55715
117650,13338
117651,22942
117652,6228
117653,63410
117654,11112
117655,5736
117656,12974
117657,33067
117658,46016
117659,26660
117660,42478
117661,24056
117662,97619
117663,16934
117664,32881
117665,4398
117666,42326
117667,12374
117668,35254
117669,7975
117670,9851
117671,12304
117672,22438
117673,-358
117674,21674
117675,43070
117676,40967
117677,36587
117678,32391
117679,24599
117680,46999
117681,8349
117682,71844
117683,19599
117684,26678
117685,9814
117686,10163
117687,14952
117688,26269
117689,46817
117690,6195
117691,-1384
117692,26823
117693,5780
117694,9466
117695,18040
117696,37987
117697,43993
117698,18122
117699,9644
117700,29771
117701,26149
117702,63943
117703,21052
117704,69089
117705,22783
117706,14421
117707,10836
117708,71664
117709,4550
117710,13998
117711,11513
117712,18974
117713,71905
117714,21008
117715,25888
117716,35252
117717,15359
117718,38768
117719,23790
117720,18822
117721,17144
117722,20343
117723,54594
117724,9568
117725,42734
117726,24091
117727,12037
117728,23586
117729,41473
117730,12023
117731,28271
117732,18151
117733,33856
117734,12831
117735,11321
117736,19068
117737,63637
117738,66316
117739,42230
117740,7197
117741,14974
117742,18917
117743,21239
117744,50680
117745,16109
117746,15205
117747,22979
117748,33571
117749,2774
117750,27041
117751,4611
117752,46489
117753,35483
117754,21040
117755,43342
117756,38098
117757,15018
117758,2840
117759,29127
117760,35772
117761,2127
117762,3646
117763,32529
117764,83371
117765,58070
117766,8126
117767,28632
117768,23605
117769,6122
117770,25937
117771,28953
117772,16815
117773,17903
117774,7030
117775,45464
117776,22317
117777,29585
117778,23386
117779,30864
117780,2602
117781,67592
117782,21576
117783,13344
117784,30142
117785,18875
117786,5980
117787,74461
117788,14573
117789,9822
117790,22899
117791,32483
117792,74214
117793,72671
117794,4922
117795,44421
117796,12640
117797,5405
117798,26556
117799,11408
117800,14431
117801,38456
117802,84559
117803,3734
117804,13515
117805,13372
117806,24841
117807,20830
117808,44074
117809,25733
117810,4179
117811,9164
117812,18723
117813,12812
117814,10975
117815,8711
117816,16010
117817,35847
117818,25987
117819,67979
117820,5329
117821,6604
117822,31631
117823,6116
117824,3120
117825,8044
117826,10811
117827,13030
117828,30846
117829,27632
117830,23175
117831,25919
117832,13507
117833,32325
117834,17181
117835,27725
117836,41392
117837,26618
117838,29567
117839,28785
117840,14758
117841,25763
117842,70435
117843,34067
117844,49763
117845,20823
117846,13043
117847,28760
117848,25221
117849,49824
117850,49381
117851,17096
117852,21531
117853,71090
117854,8740
117855,11331
117856,34676
117857,4949
117858,10455
117859,65658
117860,15502
117861,22141
117862,22142
117863,38160
117864,20921
117865,33202
117866,42290
117867,33014
117868,56918
117869,51693
117870,15743
117871,16471
117872,13232
117873,35268
117874,4290
117875,14900
117876,59346
117877,17197
117878,63048
117879,33450
117880,3888
117881,5357
117882,12117
117883,24905
117884,18545
117885,-293
117886,1653
117887,5060
117888,8100
117889,17573
117890,25325
117891,25430
117892,10836
117893,37082
117894,4735
117895,77968
117896,50958
117897,15436
117898,-235
117899,22986
117900,105932
117901,57044
117902,9164
117903,9714
117904,25465
117905,51344
117906,36260
117907,6679
117908,9858
117909,88142
117910,3926
117911,20131
117912,44252
117913,24597
117914,4921
117915,73627
117916,22418
117917,48057
117918,6559
117919,12672
117920,139639
117921,18330
117922,42313
117923,20831
117924,10996
117925,51988
117926,9170
117927,40249
117928,40122
117929,8637
117930,21592
117931,33513
117932,16063
117933,10155
117934,42129
117935,41575
117936,9257
117937,9885
117938,61561
117939,22275
117940,11272
117941,6100
117942,8669
117943,20007
117944,21211
117945,31145
117946,16981
117947,45941
117948,66556
117949,24918
117950,19190
117951,40291
117952,26868
117953,4934
117954,44258
117955,22597
117956,23300
117957,48450
117958,23991
117959,19211
117960,24326
117961,59921
117962,60487
117963,6315
117964,26940
117965,38205
117966,22489
117967,8194
117968,42256
117969,56852
117970,2068
117971,19962
117972,12288
117973,23255
117974,39325
117975,40639
117976,25994
117977,36012
117978,124205
117979,47784
117980,4002
117981,6129
117982,18238
117983,6872
117984,31903
117985,6822
117986,37417
117987,23834
117988,26573
117989,16611
117990,25596
117991,10050
117992,54005
117993,6719
117994,25937
117995,23391
117996,5464
117997,21316
117998,10002
117999,8570
118000,55925
118001,42943
118002,4154
118003,41270
118004,53008
118005,34176
118006,25918
118007,28801
118008,20819
118009,34974
118010,4305
118011,10651
118012,17911
118013,38723
118014,5761
118015,29029
118016,33541
118017,15186
118018,17886
118019,25025
118020,39071
118021,36609
118022,4595
118023,5928
118024,26490
118025,80451
118026,58231
118027,4883
118028,17848
118029,18569
118030,21172
118031,16011
118032,9817
118033,52455
118034,29028
118035,20733
118036,36615
118037,43539
118038,21820
118039,28142
118040,11432
118041,10851
118042,38987
118043,8195
118044,7310
118045,36740
118046,23879
118047,33590
118048,10342
118049,20695
118050,45502
118051,32047
118052,29182
118053,5306
118054,3591
118055,18885
118056,28335
118057,6542
118058,1992
118059,38198
118060,15908
118061,23411
118062,2267
118063,8475
118064,21348
118065,20801
118066,47025
118067,30902
118068,13984
118069,26983
118070,1531
118071,46737
118072,43224
118073,41846
118074,2531
118075,7353
118076,1925
118077,92087
118078,33450
118079,28683
118080,19040
118081,20638
118082,42700
118083,22801
118084,28575
118085,21411
118086,12945
118087,18744
118088,15899
118089,7373
118090,21777
118091,23111
118092,42765
118093,30747
118094,45379
118095,5879
118096,10090
118097,12798
118098,389
118099,61438
118100,17428
118101,14691
118102,42967
118103,3595
118104,31424
118105,5904
118106,17658
118107,40093
118108,20562
118109,59122
118110,22374
118111,7999
118112,1054
118113,59228
118114,28241
118115,67304
118116,39430
118117,35351
118118,18317
118119,19328
118120,4937
118121,41523
118122,30389
118123,37654
118124,26772
118125,46180
118126,31126
118127,36595
118128,53361
118129,38785
118130,27669
118131,18451
118132,22823
118133,10223
118134,10046
118135,7614
118136,5024
118137,14292
118138,19859
118139,31535
118140,44513
118141,2104
118142,11323
118143,37300
118144,4809
118145,19367
118146,533
118147,18305
118148,20389
118149,9966
118150,18098
118151,62743
118152,136427
118153,38665
118154,7637
118155,45186
118156,96641
118157,12380
118158,18901
118159,13191
118160,6531
118161,40692
118162,37016
118163,10320
118164,9148
118165,122950
118166,7302
118167,31193
118168,14897
118169,5028
118170,70916
118171,106177
118172,16826
118173,2841
118174,43395
118175,13612
118176,57846
118177,50671
118178,8081
118179,27129
118180,7882
118181,50682
118182,6396
118183,29803
118184,19865
118185,15941
118186,25595
118187,44423
118188,18110
118189,27662
118190,24813
118191,7622
118192,34600
118193,33743
118194,53611
118195,22766
118196,41968
118197,69143
118198,15773
118199,29461
118200,15639
118201,22297
118202,15567
118203,26448
118204,63368
118205,26646
118206,10961
118207,12856
118208,18355
118209,7941
118210,50458
118211,22207
118212,8562
118213,18374
118214,35514
118215,4357
118216,41187
118217,7925
118218,6594
118219,40648
118220,30727
118221,41998
118222,7691
118223,2011
118224,4101
118225,12974
118226,27729
118227,9646
118228,10246
118229,17658
118230,17165
118231,37279
118232,34455
118233,4020
118234,69481
118235,18199
118236,34245
118237,30678
118238,40574
118239,17143
118240,10921
118241,9547
118242,46156
118243,64673
118244,49825
118245,19589
118246,28736
118247,21438
118248,16601
118249,27178
118250,-2494
118251,17658
118252,117
118253,1354
118254,34387
118255,42476
118256,21563
118257,37067
118258,9944
118259,29604
118260,27335
118261,18410
118262,33984
118263,47908
118264,31729
118265,11725
118266,16148
118267,121709
118268,1529
118269,6304
118270,28900
118271,24279
118272,21657
118273,42446
118274,30175
118275,318
118276,28300
118277,41979
118278,24498
118279,25244
118280,18736
118281,4269
118282,8358
118283,6305
118284,7637
118285,79292
118286,12945
118287,56258
118288,34802
118289,42566
118290,37080
118291,115859
118292,72291
118293,39593
118294,46481
118295,19466
118296,64378
118297,12716
118298,33598
118299,65537
118300,48819
118301,46733
118302,42991
118303,16045
118304,8333
118305,12762
118306,17684
118307,24361
118308,23711
118309,6539
118310,19761
118311,20736
118312,11857
118313,21045
118314,21771
118315,16643
118316,14830
118317,15351
118318,41535
118319,32483
118320,6390
118321,10405
118322,2568
118323,3069
118324,23234
118325,7494
118326,24527
118327,44169
118328,15135
118329,30539
118330,37471
118331,5557
118332,42785
118333,25303
118334,39803
118335,15860
118336,36717
118337,330
118338,13223
118339,35119
118340,20441
118341,61226
118342,7553
118343,10300
118344,12334
118345,61120
118346,58016
118347,7151
118348,-432
118349,2730
118350,17658
118351,31178
118352,14360
118353,22414
118354,30710
118355,22576
118356,16166
118357,7796
118358,47364
118359,10271
118360,22429
118361,46121
118362,30895
118363,10803
118364,27249
118365,26945
118366,22374
118367,12788
118368,45871
118369,27078
118370,33420
118371,37449
118372,31067
118373,25412
118374,42053
118375,3583
118376,20726
118377,57770
118378,17365
118379,84183
118380,28933
118381,11670
118382,7964
118383,17268
118384,41243
118385,6472
118386,60732
118387,35901
118388,22000
118389,19266
118390,4934
118391,29424
118392,5280
118393,17746
118394,56694
118395,32319
118396,39564
118397,13104
118398,38206
118399,34282
118400,11699
118401,61724
118402,20248
118403,41749
118404,41347
118405,6264
118406,13883
118407,23228
118408,22823
118409,14459
118410,17806
118411,15305
118412,10326
118413,25655
118414,21638
118415,13440
118416,27185
118417,38954
118418,42931
118419,16795
118420,37458
118421,58095
118422,12999
118423,33211
118424,35604
118425,63535
118426,21493
118427,41191
118428,2344
118429,33232
118430,17887
118431,54328
118432,8347
118433,9598
118434,8705
118435,8220
118436,59217
118437,29787
118438,11952
118439,21464
118440,2755
118441,11346
118442,20081
118443,67426
118444,6723
118445,53492
118446,80383
118447,19142
118448,41158
118449,49339
118450,44826
118451,20621
118452,12551
118453,34848
118454,62858
118455,41656
118456,20607
118457,41343
118458,-28
118459,10086
118460,42918
118461,12577
118462,41716
118463,36466
118464,10534
118465,34359
118466,15405
118467,14144
118468,30892
118469,23634
118470,12874
118471,23214
118472,8452
118473,48502
118474,24091
118475,43129
118476,10672
118477,4811
118478,54375
118479,1712
118480,6187
118481,19754
118482,14517
118483,11863
118484,46880
118485,48233
118486,39768
118487,51198
118488,25814
118489,82961
118490,17759
118491,48782
118492,20123
118493,7614
118494,16776
118495,72835
118496,25064
118497,39987
118498,21418
118499,33776
118500,28275
118501,10652
118502,8657
118503,4318
118504,9997
118505,9024
118506,23858
118507,12640
118508,2660
118509,14002
118510,8907
118511,13736
118512,15334
118513,54887
118514,20053
118515,9059
118516,15844
118517,26733
118518,10901
118519,14647
118520,17355
118521,54818
118522,29557
118523,24209
118524,38372
118525,34308
118526,8658
118527,20962
118528,-2102
118529,13495
118530,10355
118531,2934
118532,50000
118533,11813
118534,25446
118535,23930
118536,5232
118537,37235
118538,8479
118539,16716
118540,7511
118541,58883
118542,55988
118543,7536
118544,5763
118545,13675
118546,47421
118547,3368
118548,24059
118549,9216
118550,33018
118551,36637
118552,22572
118553,30123
118554,31431
118555,55211
118556,13735
118557,14236
118558,20434
118559,44184
118560,15586
118561,12309
118562,17852
118563,14514
118564,12084
118565,26124
118566,15995
118567,41455
118568,14120
118569,31911
118570,6564
118571,23111
118572,16999
118573,44409
118574,30904
118575,38193
118576,6510
118577,10211
118578,27074
118579,30693
118580,4711
118581,19668
118582,27774
118583,25441
118584,26886
118585,49256
118586,48537
118587,36214
118588,20559
118589,-949
118590,8044
118591,25473
118592,21418
118593,2775
118594,10841
118595,5096
118596,14920
118597,6668
118598,46038
118599,6317
118600,46460
118601,43310
118602,25945
118603,27832
118604,17733
118605,1708
118606,35240
118607,20388
118608,47189
118609,24103
118610,30228
118611,45663
118612,62089
118613,12999
118614,6320
118615,4754
118616,15438
118617,24264
118618,27266
118619,18998
118620,35270
118621,9178
118622,4824
118623,3330
118624,34265
118625,18010
118626,19839
118627,6319
118628,31624
118629,12294
118630,12767
118631,19858
118632,21642
118633,12574
118634,32465
118635,31025
118636,2781
118637,23870
118638,36740
118639,20312
118640,5980
118641,35846
118642,19916
118643,3602
118644,23830
118645,14825
118646,13359
118647,32996
118648,17244
118649,20262
118650,34803
118651,13308
118652,14026
118653,15477
118654,1007
118655,30395
118656,14162
118657,21807
118658,49687
118659,14438
118660,18492
118661,22146
118662,42780
118663,8821
118664,2477
118665,11563
118666,26708
118667,2765
118668,1906
118669,21695
118670,18593
118671,18826
118672,31787
118673,6450
118674,3735
118675,3309
118676,40891
118677,6195
118678,73812
118679,28287
118680,31298
118681,16314
118682,27556
118683,18038
118684,22809
118685,28055
118686,16432
118687,30425
118688,12416
118689,8907
118690,58077
118691,30069
118692,11700
118693,68485
118694,48687
118695,32282
118696,10194
118697,27776
118698,30932
118699,4189
118700,13595
118701,8475
118702,32946
118703,10435
118704,19668
118705,28679
118706,4111
118707,31620
118708,37280
118709,20420
118710,17095
118711,7882
118712,33579
118713,10977
118714,32851
118715,7293
118716,12665
118717,24622
118718,10638
118719,13509
118720,12424
118721,55218
118722,18885
118723,9322
118724,13540
118725,45682
118726,46086
118727,12734
118728,30814
118729,19723
118730,37683
118731,23931
118732,9598
118733,4576
118734,9552
118735,15189
118736,9843
118737,33243
118738,27442
118739,24776
118740,27824
118741,27535
118742,57389
118743,24770
118744,21929
118745,14653
118746,50183
118747,8901
118748,37431
118749,12845
118750,4231
118751,10767
118752,572
118753,11455
118754,10326
118755,15833
118756,3327
118757,30518
118758,8286
118759,20544
118760,59222
118761,7519
118762,14398
118763,76196
118764,14218
118765,42645
118766,27325
118767,47106
118768,9281
118769,9631
118770,37732
118771,16085
118772,31949
118773,13965
118774,4675
118775,6010
118776,25469
118777,29309
118778,20289
118779,19211
118780,5690
118781,31850
118782,19963
118783,29888
118784,25989
118785,1720
118786,3073
118787,84918
118788,12359
118789,55507
118790,46877
118791,24868
118792,20438
118793,7925
118794,35065
118795,47183
118796,20151
118797,21842
118798,30151
118799,21244
118800,3642
118801,27003
118802,30068
118803,18472
118804,37699
118805,25847
118806,13718
118807,11621
118808,11798
118809,33984
118810,24777
118811,15215
118812,40170
118813,12409
118814,9933
118815,8529
118816,36163
118817,55437
118818,4317
118819,19507
118820,15364
118821,39862
118822,21876
118823,29064
118824,24934
118825,16135
118826,2737
118827,23958
118828,16093
118829,32932
118830,8044
118831,14294
118832,23964
118833,35693
118834,109867
118835,30506
118836,49769
118837,10086
118838,25666
118839,85474
118840,7381
118841,31088
118842,131248
118843,7241
118844,9320
118845,16820
118846,32925
118847,9735
118848,13340
118849,33823
118850,20711
118851,15188
118852,6523
118853,17230
118854,24370
118855,13123
118856,40861
118857,8428
118858,8005
118859,28532
118860,23919
118861,25959
118862,25962
118863,72819
118864,40608
118865,6493
118866,34830
118867,48541
118868,15149
118869,53551
118870,15412
118871,42127
118872,28220
118873,10930
118874,12483
118875,31592
118876,47200
118877,4797
118878,63004
118879,141221
118880,32783
118881,65533
118882,9016
118883,23656
118884,11540
118885,18545
118886,1439
118887,3949
118888,30693
118889,53044
118890,6256
118891,35254
118892,1826
118893,100113
118894,37572
118895,31502
118896,25900
118897,17667
118898,11058
118899,6239
118900,29308
118901,15463
118902,25414
118903,11775
118904,18062
118905,10570
118906,16998
118907,30697
118908,25236
118909,6531
118910,20186
118911,9464
118912,4221
118913,21808
118914,22753
118915,25232
118916,22025
118917,10080
118918,22758
118919,23438
118920,11882
118921,62640
118922,9920
118923,27924
118924,8878
118925,48183
118926,5559
118927,8841
118928,21844
118929,17616
118930,34153
118931,21576
118932,43732
118933,10637
118934,9447
118935,10504
118936,28613
118937,45486
118938,11179
118939,26583
118940,121
118941,43412
118942,46473
118943,29702
118944,21435
118945,7018
118946,25185
118947,25568
118948,11238
118949,6662
118950,24816
118951,48349
118952,9642
118953,16092
118954,2612
118955,5620
118956,35896
118957,19687
118958,6121
118959,16404
118960,16235
118961,17244
118962,68429
118963,16061
118964,72556
118965,58514
118966,36082
118967,40637
118968,45161
118969,22497
118970,17048
118971,13580
118972,28026
118973,1021
118974,21104
118975,7610
118976,35627
118977,26065
118978,24715
118979,25013
118980,30506
118981,9642
118982,6714
118983,11988
118984,39697
118985,20858
118986,28438
118987,32377
118988,66828
118989,111057
118990,30814
118991,40201
118992,19217
118993,25620
118994,27255
118995,33638
118996,5272
118997,29948
118998,32801
118999,9395
119000,7526
119001,12608
119002,52853
119003,5953
119004,97442
119005,21759
119006,3425
119007,14017
119008,7568
119009,26012
119010,53885
119011,32220
119012,22118
119013,15854
119014,45459
119015,19010
119016,17577
119017,5579
119018,6333
119019,24942
119020,26810
119021,13430
119022,32445
119023,2477
119024,39170
119025,45912
119026,22002
119027,32559
119028,13233
119029,67088
119030,18751
119031,9069
119032,17658
119033,23573
119034,37976
119035,33885
119036,29520
119037,4334
119038,25880
119039,21892
119040,17728
119041,18870
119042,15564
119043,23200
119044,26154
119045,15744
119046,15831
119047,16212
119048,10227
119049,2237
119050,21211
119051,16490
119052,10378
119053,36485
119054,28131
119055,41592
119056,17604
119057,3556
119058,8643
119059,26168
119060,25603
119061,9621
119062,9428
119063,129157
119064,10836
119065,1906
119066,18419
119067,21536
119068,34326
119069,23125
119070,12055
119071,7621
119072,34174
119073,15005
119074,15601
119075,25480
119076,37217
119077,2252
119078,56922
119079,30425
119080,13786
119081,41338
119082,39656
119083,23984
119084,6659
119085,55218
119086,27143
119087,32679
119088,13605
119089,13002
119090,17315
119091,39079
119092,40082
119093,2953
119094,42256
119095,4419
119096,52950
119097,33862
119098,32894
119099,1564
119100,2946
119101,22536
119102,24013
119103,26569
119104,11642
119105,50094
119106,40844
119107,20583
119108,26979
119109,40288
119110,10151
119111,8156
119112,40855
119113,14289
119114,25941
119115,43564
119116,46832
119117,13517
119118,12334
119119,26562
119120,13945
119121,25173
119122,36921
119123,57230
119124,8251
119125,25316
119126,5946
119127,7040
119128,15518
119129,34640
119130,29795
119131,35355
119132,29911
119133,30570
119134,27214
119135,23521
119136,22802
119137,6504
119138,66712
119139,35310
119140,23757
119141,22212
119142,8539
119143,191534
119144,63277
119145,15905
119146,25389
119147,38407
119148,47594
119149,20915
119150,22033
119151,12918
119152,35102
119153,17567
119154,35227
119155,27146
119156,52224
119157,19858
119158,8935
119159,4615
119160,5236
119161,5704
119162,31170
119163,11274
119164,29330
119165,8167
119166,17195
119167,12242
119168,9759
119169,40187
119170,28451
119171,1876
119172,22429
119173,31164
119174,9541
119175,20472
119176,7622
119177,15303
119178,16217
119179,28012
119180,42983
119181,40900
119182,46145
119183,36201
119184,31251
119185,18855
119186,23075
119187,17152
119188,52965
119189,37371
119190,31444
119191,13260
119192,15707
119193,9487
119194,13308
119195,37252
119196,42811
119197,2026
119198,28059
119199,42856
119200,37059
119201,27073
119202,13274
119203,10064
119204,4397
119205,24608
119206,30462
119207,10999
119208,20657
119209,71741
119210,22881
119211,67584
119212,11591
119213,14075
119214,27398
119215,34269
119216,7407
119217,19952
119218,16054
119219,21541
119220,29216
119221,27122
119222,26327
119223,54414
119224,12305
119225,47564
119226,17635
119227,14508
119228,7353
119229,18365
119230,21045
119231,41351
119232,7700
